frame,move_nose,move_body,bp_sum,bp_mean,bp_min,bp_max,roll2s_mean,roll2s_sum,roll5s_mean,roll5s_sum,roll6s_mean,roll6s_sum,roll7_5s_mean,roll7_5s_sum,roll15s_mean,roll15s_sum,prob_sum,prob_mean,low_prob_01,low_prob_05,low_prob_075,rule_label
406,1.129,2.5492,2.7311,1.3729,1.0073,2.2217,2.6211,1.8575,1.1442,1.1644,1.9789,1.3488,2.9068,1.0433,2.8236,2.6242,2.6462,0.858,2.0669,0.8695,2.99,0
407,2.144,1.9392,1.2388,1.4003,2.1248,2.0932,1.3208,2.1185,1.9263,1.3121,2.4082,2.9292,1.2619,1.2992,0.5933,1.5146,2.6453,2.0211,1.4833,1.0772,2.2086,0
408,2.3764,2.0358,2.4525,1.8984,1.6101,2.2744,2.7532,1.8516,0.1086,0.6536,0.5466,1.3104,1.1373,2.0555,0.6524,2.8258,0.151,0.7751,0.7105,2.336,0.0462,0
409,1.8414,0.2786,2.2937,2.4268,1.0482,2.3702,2.7509,1.4429,0.127,1.8624,2.9185,2.9198,1.3873,2.7541,2.4428,0.1112,1.9834,1.3209,2.2761,1.8573,0.2566,0
410,0.537,2.2541,0.0599,2.1163,1.8042,2.1764,1.3629,2.2154,2.7811,1.0221,0.5779,1.4075,0.3013,0.381,0.7688,0.3017,0.2914,0.3918,1.5585,0.5187,1.9197,0
411,0.5422,1.0633,0.6588,1.0007,0.0009,0.7508,0.6956,0.6759,1.5885,0.2952,2.3843,0.7694,2.052,0.4106,0.908,0.0574,2.7178,0.7515,1.8325,0.1183,1.5965,0
412,2.2739,2.2206,2.7356,0.8841,1.5052,1.7327,2.8151,2.0243,2.69,2.0512,0.1017,1.0918,0.7291,0.2015,1.3295,0.7645,2.2685,1.0082,0.2659,2.913,1.7459,0
413,2.1205,2.5356,0.9639,0.9994,1.4981,1.1736,1.6736,0.8608,2.9904,0.5187,2.3073,2.2121,0.6175,0.1472,0.9914,1.5383,0.0477,2.667,1.4348,0.8662,0.1261,0
414,2.6888,0.3672,1.2117,1.5965,1.9021,0.2317,1.0657,0.1956,0.5001,1.058,1.7183,1.4892,1.3861,0.6534,0.7901,2.9117,2.4343,0.5954,2.1152,2.5094,1.2623,0
415,2.3394,0.046,2.8044,2.4323,2.296,1.8879,0.1779,1.1233,1.1327,2.3148,1.2109,2.3133,2.4943,0.9006,0.1352,0.8868,1.7274,0.0704,2.1346,0.1216,1.6247,0
416,1.2636,2.2739,0.3291,0.0239,2.6403,0.4256,1.3917,2.2575,2.9599,0.3821,0.8085,2.2278,0.2141,1.341,1.8376,0.318,1.9031,2.8506,0.3953,2.0129,0.817,0
417,0.3998,2.9056,2.915,1.8158,2.4057,2.0569,0.1035,0.4968,0.023,1.6513,1.4209,1.5651,1.6598,2.0605,1.8739,0.5785,0.4634,0.6812,0.6796,1.9079,1.4032,0
418,2.6714,2.7011,1.9402,2.5316,2.6151,1.6127,1.8809,2.325,2.9467,1.7721,0.8717,2.2763,2.7783,2.2524,1.3332,0.2635,2.9018,1.1494,1.5785,1.2254,1.4847,0
419,2.0866,1.3066,1.8856,1.6844,1.1262,0.214,1.1841,1.0725,2.9991,0.8102,1.0852,0.7935,2.6073,2.695,1.4118,0.5651,1.6855,1.1658,2.2035,2.6876,1.2517,0
420,1.7291,2.5009,0.0025,1.1432,0.3173,1.2638,0.8744,1.4759,2.2644,0.3401,2.9763,0.604,0.4394,2.3864,1.0805,0.6749,2.2918,1.8738,1.7689,1.5263,0.5651,0
421,2.0456,0.0705,1.8922,1.4222,1.9514,1.6401,0.6589,0.2085,1.1683,1.2138,1.1047,2.3451,0.821,0.9274,2.7051,0.6601,1.4122,2.7459,2.9832,2.6804,2.8105,0
422,1.1554,0.1755,2.4664,1.5437,0.1354,0.7475,2.2707,0.5019,2.0308,0.698,2.6133,0.2111,0.1057,2.9681,0.5077,1.3672,1.6899,1.5899,1.5591,0.8271,2.7478,0
423,1.0298,1.7444,1.1822,1.8811,2.8637,2.7928,2.6976,1.9984,0.0625,1.1521,1.3432,0.1992,2.3427,1.0336,0.3977,0.1206,1.2725,2.5472,2.9504,0.4864,1.2938,0
424,1.7263,1.5826,0.2193,0.2253,1.4465,2.8524,0.026,2.7421,1.0563,0.4207,2.5974,0.2965,0.1921,0.4156,2.8375,0.6347,0.0068,0.8269,0.6693,2.9842,1.0511,0
425,1.4482,2.4746,0.3961,2.3773,0.7696,0.3117,1.589,0.8009,0.108,1.1997,2.1287,1.1384,1.8247,2.6776,0.8249,0.0132,0.9945,1.6503,2.0956,2.2153,2.1513,0
426,2.1269,0.7004,0.2328,1.655,0.0931,2.1527,0.2342,2.065,1.2832,2.7619,2.5788,0.293,2.513,2.742,0.9632,2.0823,2.9745,1.7248,0.5142,0.1095,2.0976,0
427,2.8083,1.388,1.2449,0.8313,2.5291,1.2829,0.1058,2.6394,2.0506,0.0268,2.171,0.5437,2.051,1.2872,1.1573,2.2546,1.9381,0.6105,0.607,1.1455,2.5022,0
428,2.5419,2.9685,2.4512,2.7466,2.5016,2.5003,2.9492,2.5384,0.0596,1.718,1.858,2.1071,2.5324,0.5665,2.2058,2.9785,0.0693,2.8917,2.7695,2.9443,0.4519,0
429,1.1624,0.9083,0.1761,1.1956,0.4019,2.8109,0.9399,2.8547,2.6867,1.2511,2.6647,0.4032,1.8251,0.9507,2.2141,2.5147,2.9395,0.2557,2.6208,0.3798,1.0351,0
430,1.1174,1.2134,1.2173,2.3246,2.3162,1.5017,1.6012,0.3242,0.2672,2.5361,1.9997,1.3777,0.1401,2.8196,2.6697,2.4855,2.1565,1.3603,0.1576,1.071,2.5031,3
431,2.7805,1.8226,1.2025,0.8926,0.2619,1.9026,2.7089,2.0054,0.7099,2.3051,2.4961,1.7441,0.5238,0.296,0.6078,0.7726,2.0092,1.5559,0.6224,2.0692,1.3538,3
432,1.1839,2.9853,1.1942,1.6446,2.0875,1.1015,1.9268,0.8746,1.1678,1.3561,2.0245,2.8222,2.6641,2.1665,2.4356,2.5675,0.4822,2.9465,0.548,2.4883,1.0164,3
433,2.4007,0.5482,1.5802,0.5696,1.5987,1.9971,1.0481,0.128,0.3359,0.7675,1.3799,0.9891,0.4042,0.1085,0.1044,0.9238,2.6734,2.3501,0.2693,2.3967,1.9993,3
434,0.2782,2.0729,1.6058,0.8208,1.9232,2.9725,2.1063,1.4974,2.2444,2.8295,0.856,0.3109,1.0536,1.9442,2.8506,2.0293,0.5289,1.0078,2.8014,2.1801,2.1129,3
435,1.3533,1.2426,0.6122,0.9876,0.4116,0.9972,2.3489,2.8724,2.0387,2.4614,0.9697,2.4164,1.2441,2.4288,2.4175,1.2923,2.9295,0.7541,1.8402,2.726,0.6164,3
436,1.5487,1.2022,2.3833,0.4308,2.3783,0.0889,1.9369,1.0353,1.7687,2.6486,2.5052,0.5554,2.1978,1.8011,2.6565,1.6282,0.0326,1.605,0.9546,0.5372,0.5176,3
437,2.4265,0.7704,1.5511,2.2815,2.3608,2.9132,1.1599,0.7852,1.2883,0.2575,0.7764,2.311,2.988,0.0302,1.1241,2.5211,2.0342,1.4813,1.8011,0.706,0.3383,3
438,2.6328,1.3963,1.0562,1.3519,2.5246,0.0816,2.2668,2.9727,1.7865,1.1799,0.8699,0.4221,2.3231,0.2119,0.777,0.4756,0.8093,2.7282,2.9108,0.2297,0.2859,3
439,0.458,1.7244,2.8924,1.0413,1.2082,2.0631,1.1201,2.0147,1.1278,1.4035,2.9301,0.0424,0.4017,1.4707,0.8534,2.7213,2.0182,0.3751,2.2769,0.9537,0.4638,3
440,1.8515,1.1767,2.1175,1.7552,0.777,1.7398,1.0864,0.4715,1.9974,0.8841,2.0259,2.5825,0.1915,2.2847,0.8569,1.8068,2.5876,2.7024,2.3193,0.6031,1.508,3
441,1.8874,1.5171,0.4891,0.6897,1.6493,1.2119,0.8441,0.0621,2.6847,0.6691,1.0088,1.9711,1.4493,0.3794,2.2409,0.3441,1.5959,1.5408,0.1432,2.2934,0.4488,3
442,0.4546,1.908,2.9075,1.3136,2.0955,2.7888,2.9218,0.2468,2.3195,0.9764,2.0824,0.2932,0.4276,1.1531,1.4416,1.4605,2.1692,0.9287,1.9036,1.091,0.2508,3
443,2.5007,2.5552,1.7348,1.7031,2.2813,0.3606,0.3585,0.2473,1.0999,0.5126,1.3318,0.7698,1.1806,2.8713,2.6676,2.8663,0.692,0.4514,1.0992,0.0025,2.8223,3
444,1.6604,1.6831,1.0208,1.8479,1.3467,0.7162,0.1584,2.6599,2.6569,2.8691,0.1955,2.373,1.8565,0.0261,0.9417,0.3626,2.4764,0.6346,0.3235,2.8907,0.8797,3
445,2.8851,1.1477,0.7123,1.2674,1.8266,2.4873,0.8768,2.1084,0.9367,2.7041,2.7157,0.3146,1.4908,2.9331,0.0177,0.0653,0.2179,0.9707,2.1672,2.2768,0.9574,3
446,0.5589,2.8845,0.2035,2.2291,1.9386,0.021,0.3706,0.5451,2.0383,1.8638,0.1578,2.641,1.0531,0.5671,0.1292,0.1546,1.492,2.6677,0.8123,0.5598,0.1488,3
447,1.5749,0.5176,0.7318,2.6005,1.7744,0.7882,1.099,1.3004,2.2182,1.7183,2.8308,0.3345,1.2232,0.5654,2.5074,2.3803,0.5469,2.045,0.867,0.0267,1.4132,3
448,0.9704,0.1365,0.8671,2.8901,2.1532,0.5076,2.8157,1.3476,1.2338,2.971,1.2441,1.6276,2.9992,2.5616,1.7404,0.7935,0.5436,1.6369,1.1974,2.406,1.8157,3
449,1.9274,2.7251,1.0324,1.6807,0.9283,1.2622,2.8436,2.5911,2.5825,1.4964,1.6328,0.5537,2.3303,2.9103,2.6149,1.2427,0.2972,1.2601,0.3967,0.219,2.2259,3
450,1.8242,0.7976,2.9639,2.8957,0.7047,2.2094,0.6843,2.9204,2.9207,2.2856,1.4615,1.6459,0.3705,2.2179,0.5813,1.5392,0.8142,0.4989,2.7939,0.0916,2.5873,4
451,1.5373,0.4546,1.7773,2.8151,0.8664,2.8578,0.8867,0.0258,0.3604,0.0977,1.385,0.5321,1.4277,0.0247,1.0887,1.0027,0.4972,0.5969,0.0777,2.7624,2.4022,4
452,0.9746,1.1559,0.5765,1.9658,2.3754,0.7327,1.2065,0.0808,0.1366,1.2733,2.5313,0.347,2.1618,0.5054,2.2432,0.5964,0.327,0.2952,2.0973,2.1722,0.1176,4
453,1.5118,1.0287,1.1118,0.4036,2.9056,0.0393,2.8492,1.8393,0.8813,0.5749,1.0064,1.0922,2.9076,2.904,1.5315,1.5251,2.5059,1.4559,2.1196,1.4955,0.3875,4
454,1.1168,1.064,1.2971,1.9234,0.9538,2.2263,0.7951,0.164,0.0788,0.254,2.9656,2.1305,0.9152,1.6704,2.0601,1.904,1.4394,1.5218,2.081,0.2216,1.2508,4
455,2.6723,2.5533,0.2494,1.5936,1.9629,2.729,2.2878,1.2433,2.9612,2.5274,1.7403,1.5817,2.4312,2.3907,2.5028,0.8407,2.624,0.4575,2.007,1.45,2.0055,4
456,1.3846,0.8713,1.4052,2.1076,1.7438,0.0438,1.9175,1.9129,0.8073,2.1941,2.4918,1.6617,2.2451,2.4402,0.5937,2.4586,2.3116,0.3347,1.5177,0.8614,2.9158,4
457,1.4257,0.3979,1.5249,0.8124,2.6412,1.842,2.6384,1.5485,0.4696,1.0648,0.5041,1.5374,0.3378,1.716,0.2985,1.6002,0.5889,0.7335,0.9934,1.5447,2.8447,4
458,0.7757,0.6471,2.7288,2.9791,0.045,1.7811,0.8306,0.5572,1.7571,0.3657,0.5641,1.7102,0.1118,0.699,2.5362,0.3648,2.2845,1.6688,2.6388,0.0135,2.7945,4
459,0.7615,2.8491,1.2997,1.039,1.8657,1.6654,2.7837,0.861,2.8662,2.394,0.9336,0.4335,0.2205,0.9336,1.2978,1.9902,2.477,2.1841,1.5378,1.8284,2.3695,4
460,2.8617,1.2865,2.066,2.9988,2.6093,1.8808,2.9896,1.6192,2.6177,1.0566,2.6158,1.3479,0.2977,2.5875,2.3011,1.0936,0.3032,1.6586,0.6576,1.9673,1.6548,4
461,0.942,1.0821,2.039,0.8292,2.8949,0.8365,1.1888,0.4576,2.6264,2.345,1.223,0.2616,2.0831,2.904,2.9753,1.8684,2.8667,1.0413,1.3824,1.7961,0.327,4
462,2.605,2.3321,0.5249,1.433,1.2491,2.6824,2.8068,2.789,0.5933,1.8174,2.399,0.3036,0.1164,0.6187,0.3488,2.3535,0.2981,1.1431,1.382,1.8618,2.5536,4
463,1.7843,2.8068,1.7015,2.0444,1.4447,0.6637,2.1964,0.7607,0.8044,2.1628,2.0409,0.693,2.2924,2.0493,0.8138,0.098,2.2795,2.3858,0.3619,1.7978,0.1846,4
464,2.9416,1.5306,1.3471,0.7792,2.519,2.8359,0.677,2.5341,0.2646,1.7929,0.5404,0.0874,1.7463,2.3304,2.967,1.2465,2.4072,1.5624,1.8037,2.4878,1.9265,4
465,0.4922,2.4437,0.488,1.2197,2.804,2.8549,1.325,0.588,2.0953,2.8826,1.4898,0.4559,2.7786,0.5454,1.0681,1.2538,1.8352,2.0817,2.8068,2.56,2.2683,4
466,2.8247,0.7937,0.0718,1.9852,0.7081,2.4942,0.7528,1.4983,1.0678,0.7216,0.3865,1.2008,0.8874,1.7282,2.7098,0.654,1.9089,0.5568,2.1325,0.885,1.5931,4
467,2.3174,1.0513,2.9875,2.2581,2.6639,1.1604,2.7088,2.4589,1.9892,2.6164,1.517,0.0641,2.6457,2.0092,1.8514,0.6309,1.9917,0.8907,2.0405,2.8939,1.6363,4
468,1.704,1.7293,0.2715,2.7505,0.36,2.8417,0.6892,1.9929,0.0995,1.8733,0.4995,2.9286,2.8013,1.1673,1.8673,0.9136,2.6257,0.832,0.3466,1.9792,2.3271,4
469,2.1266,0.7092,2.6598,1.6555,0.1542,0.6442,2.6333,0.4051,2.2259,2.087,2.0099,2.6431,1.4751,1.1398,0.178,0.4497,1.399,0.6343,2.1798,0.0039,0.6956,4
470,2.1673,0.8256,1.0996,2.8883,0.0983,1.4746,0.8309,0.7753,0.3856,2.9521,1.3727,2.184,1.1677,0.9716,0.213,0.2019,0.857,2.951,2.5517,1.3233,2.6333,4
471,1.3452,0.5626,0.2451,0.8459,0.2254,1.5145,2.6756,1.1491,2.963,0.1019,1.7771,0.7792,1.6008,2.2173,2.18,0.8171,0.9988,0.9822,1.9658,1.8192,2.1902,4
472,1.9034,0.7869,2.8939,1.8273,0.2883,0.4199,2.3791,1.5166,0.806,0.8042,1.3453,1.8863,2.4533,2.6825,2.2173,0.8552,0.2957,2.5345,1.5395,2.3681,1.9692,4
473,0.6857,2.518,1.9808,2.2725,0.7042,2.9588,2.1981,2.8975,1.4655,2.1742,1.7122,0.5386,2.626,1.7929,0.9033,1.9733,0.2162,0.3131,2.0062,0.8622,2.8619,4
474,0.0641,2.3844,1.2136,0.2496,0.8639,0.5426,0.8061,1.0472,2.4645,2.3668,1.2587,2.9718,1.9044,0.2762,2.0821,1.8935,0.744,0.2518,0.662,1.1652,2.1938,4
475,2.0295,0.3418,2.5139,2.361,2.9083,1.4386,2.1502,1.0829,1.8943,0.7487,0.8971,2.1418,0.6029,2.2085,2.6678,1.1076,1.4797,2.6259,0.4039,0.4256,2.473,4
476,1.4234,1.0468,2.1231,2.4574,2.4067,0.2579,1.8803,1.6121,0.2425,1.4141,2.8604,1.2214,0.0572,1.1309,0.3505,1.8838,2.8245,2.7279,0.3119,0.6752,1.0398,4
477,2.7167,2.1667,1.2467,1.6879,0.3106,0.8428,1.0428,0.6844,2.7769,2.5773,1.5864,1.3718,2.473,2.7635,1.3781,0.7692,1.9123,2.1887,0.2173,2.4297,0.6358,4
478,0.7921,2.5792,2.1536,2.771,0.5786,2.4907,2.9589,2.4917,2.205,2.9218,0.4469,1.1652,2.3671,1.3728,2.6408,1.3741,2.3486,1.8896,2.5664,0.9978,0.1367,4
479,2.4539,1.6806,2.2135,2.0983,2.0802,2.0379,2.8699,0.0006,2.2606,2.9152,1.0549,2.5771,1.0127,1.8173,0.3187,1.0056,2.2151,0.5522,2.5907,2.2994,2.5639,4
480,2.959,2.1798,0.5166,1.1009,1.8016,1.0941,1.9597,2.2533,1.5339,0.6276,2.3236,1.8781,0.8559,1.7935,0.9623,0.2317,1.5686,1.8809,1.3209,2.8126,2.6311,3
481,2.6942,0.7122,2.1491,2.4201,1.3377,1.9479,2.7231,2.741,0.4932,1.1389,1.6359,0.3192,2.5646,2.6824,2.1837,1.0184,1.072,0.6656,1.0349,2.9969,1.492,3
482,2.8932,2.3454,2.7497,1.5567,1.2768,0.5111,1.003,0.9934,1.9659,1.2907,1.4413,0.2828,1.1185,2.044,2.6795,2.5299,0.439,1.7667,0.9282,2.8715,2.7685,3
483,0.4772,2.4626,2.0629,2.0495,2.2376,1.98,0.5098,2.2935,0.9326,1.4551,1.7207,2.3817,0.4639,1.6546,2.3496,2.0989,0.5254,2.2761,0.5459,0.0927,0.9669,3
484,0.4952,1.221,2.3981,2.9646,1.474,2.6696,1.0048,2.1793,2.4996,2.5795,2.1679,0.8738,1.955,1.7674,0.083,0.558,1.2715,0.4384,1.9356,2.2154,2.8935,3
485,0.6849,0.7075,2.9699,2.089,2.1591,0.0421,1.7053,2.3356,0.985,1.453,2.9375,1.2928,2.9733,1.8247,1.2488,2.6922,1.9786,1.896,1.0774,2.7901,1.343,3
486,1.0844,0.0993,2.3891,2.3321,0.0343,0.8995,2.7053,1.9967,2.0111,0.8803,0.4254,1.8271,1.8531,2.1436,0.4936,2.1174,2.9822,2.2006,0.2158,2.3646,1.46,3
487,0.3462,1.8886,1.4093,2.4485,0.3011,0.7703,2.5165,1.6402,1.6244,1.8955,2.8097,0.8789,0.2058,2.7742,0.1614,2.8896,1.7723,0.9773,0.927,2.0954,0.2592,3
488,0.4521,1.8976,1.6865,0.6013,0.5571,0.2645,0.7228,0.8514,0.4613,2.3656,1.3879,2.2571,0.6115,1.2387,1.1775,0.5975,0.2461,0.9217,2.2194,1.226,0.2938,3
489,0.0554,0.0036,2.3005,0.1128,1.7772,2.7456,2.4548,1.2748,2.0475,1.8186,1.8578,2.1145,0.9673,1.4755,0.9791,1.7343,2.6955,1.6637,0.824,1.2201,2.4994,3
490,2.7999,1.5604,1.897,0.2275,1.7453,2.0671,2.6545,0.3466,2.9085,2.7832,1.2748,0.226,2.9513,2.2359,2.2627,2.0384,1.0432,2.0363,2.2879,0.8353,0.6378,3
491,1.0832,2.8153,0.2127,1.3942,2.6065,1.8455,1.7506,1.9068,0.1794,2.9426,1.3794,1.7584,0.6135,2.616,1.5921,0.0542,0.692,2.9749,0.8583,2.2186,0.1711,3
492,1.8781,0.0866,0.1805,2.8971,2.6606,1.837,1.4857,1.5439,1.7631,2.2413,1.1858,2.7895,0.9045,2.4527,0.8677,1.2435,0.218,2.0138,1.6053,0.0716,0.4484,3
493,1.3636,0.4122,0.8179,1.3382,2.424,2.0179,1.4099,0.1985,1.9433,2.6641,2.2949,1.9816,0.1424,2.127,1.5932,2.3939,2.5846,0.7496,1.442,0.13,2.8369,3
494,2.2292,0.1733,2.4548,2.7713,0.9936,0.8553,0.5922,0.333,2.5162,0.261,1.4541,0.6644,0.9228,1.7623,1.0219,2.5473,1.3309,2.306,0.9703,1.4942,2.131,3
495,2.4184,1.3096,0.6648,0.8796,0.1769,0.6034,0.7731,0.9839,0.9544,1.7433,2.3127,0.8136,2.5563,0.4022,0.9358,0.2712,0.7064,0.0099,2.5725,0.8012,0.8398,3
496,1.149,1.1543,0.957,0.4261,2.6552,0.2308,1.5201,0.5892,2.4895,0.0715,0.3106,2.573,0.8988,0.1822,2.1704,0.8716,0.8914,0.4442,2.6333,1.137,1.2459,3
497,1.606,2.6105,2.4694,1.2195,2.7919,0.4658,1.5368,0.5898,2.2224,0.8111,0.0779,2.3351,2.2288,0.3639,0.4539,0.5599,2.4139,1.7808,1.7056,1.9203,1.1369,3
498,0.2925,0.1993,0.3868,2.5328,0.0734,0.5956,1.5927,2.322,0.5723,1.9273,0.7217,0.7883,2.9798,2.287,0.0428,1.7763,2.4719,2.5567,0.4088,0.8195,2.4041,3
499,0.8564,0.6015,0.8395,2.9022,0.0115,2.391,1.3402,0.9843,2.2389,2.0605,0.6988,1.508,0.3869,0.1642,0.0101,0.4856,2.7562,0.3179,1.2811,1.4577,2.8496,3
500,0.6683,2.814,0.7693,1.6153,0.5334,0.9665,2.5488,0.1943,1.3453,2.4862,0.7652,1.0183,0.7775,0.6732,0.9858,2.4858,1.1333,0.9836,0.0183,1.5218,0.5201,3
501,0.9257,0.057,0.1421,1.1404,1.0823,1.1601,0.5022,2.7599,0.6125,2.5158,1.3284,2.4489,1.1257,1.9271,1.4266,1.8984,1.2962,0.3511,1.6437,0.2397,0.3435,3
502,0.9734,0.7775,2.2279,2.3625,2.1176,2.2184,0.534,2.8608,0.7289,0.8147,2.0,0.2003,0.0545,1.2002,2.932,0.5444,0.3352,0.6367,1.0373,2.9212,0.8454,3
503,1.725,1.1828,0.9618,1.2757,1.3686,2.9055,2.7959,2.4797,1.0039,1.3277,2.711,0.0848,0.1016,0.0761,2.8779,2.2969,0.8643,0.8073,2.7789,2.4497,2.6817,3
504,0.9983,0.0018,1.2228,0.9062,1.9833,0.3111,1.7567,1.3567,2.217,2.3136,2.9722,2.9936,2.7575,2.8505,0.4775,0.3786,2.7061,2.4734,0.9991,0.3195,0.8078,3
505,0.9806,0.8616,0.9991,2.2685,2.4414,1.7607,1.8531,2.893,0.4588,0.6271,1.9347,0.6856,2.9614,2.5971,2.069,2.4593,2.5819,2.169,0.0924,1.0975,1.0869,3
506,2.4939,1.8088,0.1975,0.2491,0.5293,1.253,1.4152,2.7238,1.9285,2.6404,2.6952,0.697,1.3348,0.0337,0.0307,0.6535,2.4115,1.6037,2.34,2.2378,2.0313,3
507,0.0364,1.8458,2.5345,2.3303,0.9297,0.5443,1.2845,1.9427,2.4488,0.0945,1.5514,2.5213,2.7483,1.745,2.0266,1.5078,2.5701,2.0622,2.7099,1.9336,2.698,3
508,0.0158,1.8262,0.4035,2.8622,2.9125,1.0192,1.0516,2.0911,1.5542,1.132,2.2384,2.6782,0.6403,2.7706,2.9782,0.0791,1.5302,2.3271,1.5527,0.1856,0.5934,3
509,0.1713,1.9525,0.8566,0.3087,1.6228,2.3485,1.6011,2.165,2.7244,0.126,2.6651,1.7846,1.2033,0.3399,1.8085,0.921,0.9741,1.9818,2.0644,0.2931,0.762,3
510,2.5966,1.8434,2.1625,2.3457,1.4787,0.8055,2.4807,1.642,2.1581,0.8455,2.0765,0.5494,2.0381,1.4412,2.0667,0.7436,0.1085,0.8933,2.7907,1.596,2.0557,3
511,1.9012,0.1037,1.0451,0.0705,1.6534,1.6805,0.1324,2.6419,1.5468,2.5262,1.2192,0.7282,0.8784,1.1251,1.913,2.8934,2.2599,0.4632,1.7929,0.0468,2.7848,3
512,2.1839,1.9643,1.5204,0.3748,1.6421,1.367,2.8268,2.5917,2.8997,2.9511,2.4479,0.5508,1.9968,2.9899,0.0229,2.137,2.0424,2.9138,0.7063,1.8927,1.8487,3
513,2.8731,1.7514,0.9906,0.8782,2.174,0.0545,0.5694,2.2561,1.6519,1.279,2.3154,0.0058,1.8083,0.2103,0.8476,2.5008,2.4098,0.4484,1.8458,2.4793,1.0821,3
514,0.654,0.6533,1.6805,2.9981,2.6111,2.5793,1.4678,2.1224,0.4454,0.7101,2.9309,0.0759,2.9046,0.2007,1.3218,2.2941,1.8595,2.9547,2.6341,2.6714,2.5264,3
515,2.76,1.2586,0.9519,0.159,1.8724,2.5852,2.4819,1.3963,0.6433,0.9704,2.4549,1.3342,2.4532,1.323,1.5653,0.253,2.8202,0.9398,0.2225,2.3112,2.3501,3
516,0.7278,0.713,1.3693,1.369,1.8941,2.5065,0.3983,1.0119,2.471,2.5179,1.7509,1.7371,1.0206,1.4165,1.6368,1.6849,2.6803,0.0718,1.6629,0.145,0.5773,3
517,1.5566,2.604,0.0267,1.3272,1.735,1.3049,1.9518,2.8991,2.5655,0.5804,0.6897,0.4065,1.7309,1.1758,2.0153,0.9801,0.6494,1.0986,2.0976,0.6523,1.2899,3
518,2.0432,0.8364,0.0456,0.531,0.7171,1.2878,1.8176,1.7374,1.182,2.306,0.0271,0.0655,1.4581,1.7996,1.3373,1.1069,2.8395,0.5549,0.241,1.1601,0.2992,3
519,2.3918,0.4887,1.5207,2.9336,2.2923,2.0195,1.6624,2.8192,1.0802,0.9285,0.6947,0.5622,1.5504,0.8425,0.8448,0.3624,2.0566,2.1588,1.7348,2.8338,1.6395,3
520,0.7443,2.3899,2.4511,0.7094,0.5945,2.9591,2.4905,0.6668,0.618,0.7478,2.1195,0.3146,1.6249,2.2104,2.0915,2.2224,1.5162,2.5768,0.3506,2.3315,1.5511,2
521,1.4311,2.2834,2.9959,2.7044,0.7725,1.4968,0.3897,0.4969,2.5403,2.6895,0.4492,0.2483,1.3832,1.3041,0.1645,0.9064,2.6417,1.5421,0.2239,1.5486,1.798,2
522,0.1368,2.5565,2.4095,1.6291,1.0186,0.894,0.6609,2.212,2.9601,0.6593,2.1174,0.7684,0.1035,2.939,0.1973,0.5646,2.3762,0.9423,2.5296,0.5298,2.8418,2
523,0.8636,2.0321,1.5733,2.139,1.5746,1.4244,2.7351,2.0016,2.82,2.8247,0.7896,0.7858,0.4397,0.2343,1.4397,0.0706,1.8745,2.3711,2.5,1.748,1.0359,2
524,2.9429,1.2505,1.933,2.2304,2.4544,1.7158,2.8478,1.247,1.3288,1.3294,0.4971,0.3352,0.7335,1.9094,1.1372,2.2252,1.755,0.8343,0.1439,0.9749,2.3935,2
525,2.7153,1.4265,2.0142,2.0241,1.0693,1.8887,0.3726,1.5533,2.6777,2.9891,2.5875,0.3468,2.8609,0.6096,0.864,2.6194,1.9356,1.244,1.4152,1.0896,0.4453,2
526,1.7463,1.6656,2.1889,2.4273,1.8082,2.8197,2.0114,2.7878,0.6079,2.1929,0.3806,0.1015,2.7803,1.8747,0.8918,0.3247,1.7706,2.7068,0.0624,2.8943,0.2836,2
527,2.3595,1.788,2.9755,2.6437,1.3055,1.7349,0.2936,2.0418,0.2125,2.5054,2.5564,1.4258,2.007,1.6248,2.4662,0.7762,0.1828,2.6599,1.3616,0.978,2.7988,2
528,2.7066,2.8356,1.031,0.4248,1.3391,2.466,2.803,1.6505,1.6823,1.6316,1.8184,0.2031,2.7123,0.7595,1.8678,1.5695,1.3676,2.9857,0.6535,1.383,0.0665,2
529,0.9956,0.7962,1.3391,0.2675,2.8994,1.4166,2.8305,0.8415,1.0332,2.9106,0.8013,1.9281,2.3536,1.1702,0.0595,2.1277,2.3444,2.1814,1.0209,1.1135,1.8927,2
530,2.9415,2.3053,2.3369,1.3608,1.9434,1.3591,2.0729,0.5082,1.4414,2.1444,0.7086,2.713,1.8653,1.568,0.7352,1.491,0.0189,0.843,1.344,0.6115,2.959,2
531,1.3456,0.0508,0.6481,0.3229,0.0531,2.7194,1.4393,1.1384,0.2176,1.3119,1.7648,0.6226,0.8059,1.882,1.3062,2.225,0.5733,2.9414,2.5558,0.0902,1.2424,2
532,0.4767,0.5707,0.2879,1.7727,2.5927,0.8536,1.9549,0.9142,0.5228,0.1709,0.7798,0.6585,0.5627,2.7023,0.7232,2.4061,2.5302,1.2466,1.1532,0.7963,0.5569,2
533,1.5902,2.8332,2.6968,2.8249,1.5034,0.9072,1.6801,2.1201,1.4657,0.5707,1.803,2.2108,0.0948,1.7305,1.2577,1.2955,0.6695,2.1066,2.571,0.6358,0.1862,2
534,1.7809,0.7532,0.0479,1.5447,2.8907,1.6407,2.4747,2.9776,1.5191,2.5976,1.8468,1.6376,2.8094,2.6592,1.4538,2.1144,0.1642,2.1667,1.105,0.6463,0.583,2
